DateTime,stage_1_output_konv_avd,stage_2_input_water_sum,stage_2_output_bottom_pressure,stage_2_output_bottom_temp,stage_2_output_bottom_temp_hum_steam,stage_2_output_bottom_vacuum,stage_2_output_top_pressure,stage_2_output_top_pressure_at_end,stage_2_output_top_temp,stage_2_output_top_vacuum,stage_3_input_pressure,stage_3_input_soft_water,stage_3_input_steam,stage_3_output_temp_hum_steam,stage_3_output_temp_top,stage_4_input_overheated_steam,stage_4_input_polymer,stage_4_input_steam,stage_4_input_water,stage_4_output_dry_residue_avg,stage_4_output_product,work_shift,stage_4_output_danger_gas
0.0,67.83,0.2943368551633002,0.3475860792870029,4.354655437877749,97.52,49.94,0.1281881895181638,0.2633567188343227,97.48,45.93,0.35,0.37470593580566025,0.35770284310947387,4.697293474863898,45.59,156.67,19.08,5.92,0.4402707122093023,21.48,0.4355839759262742,2.0,
0.0004130524576621231,67.83,0.29024415159304656,0.3468151049296101,4.34575157880917,97.82,48.55,0.12013743250274471,0.24723421478683222,97.66,45.16,0.35,0.3881849297779753,0.3622569458500317,4.697840520829399,45.89,156.76,19.15,5.94,0.4427537548449612,21.48,0.4169644536392702,2.0,
0.0008261049153242462,67.83,0.28613462894119035,0.3460287110850693,4.336767728268267,98.12,47.15,0.11202133439778421,0.2311117107393416,97.85,44.38,0.35,0.4016639237502903,0.36681779540946446,4.6982961639775755,46.19,156.86,19.23,5.97,0.4452367974806201,21.48,0.3982508933609178,2.0,
0.0012391573729863693,67.93,0.28469053450711157,0.34667632954527927,4.334148554429418,97.79,49.33,0.12251765980779725,0.25847724410865264,97.5,45.27,0.35,0.3890330462526378,0.3935014640596959,4.697111059686448,45.87,156.41,19.36,5.97,0.4159550629844961,21.48,0.4259921008087267,2.0,0.16
0.0016522098306484924,68.03,0.2832796492954675,0.3473085285183415,4.331522502500114,97.46,51.51,0.1329167789843917,0.28584277747796377,97.15,46.16,0.35,0.3764021687549853,0.42019187952880216,4.696015869287668,45.54,155.96,19.49,5.97,0.386658187984496,21.48,0.45363927026518713,2.0,
0.0020652622883106154,68.03,0.3111945900859535,0.3479561469785515,4.339510497570803,98.06,51.27,0.13506627609763136,0.2840214067278288,97.75,46.41,0.34,0.374059751824965,0.408135314199355,4.694370831446394,45.48,156.15,21.43,5.85,0.35952640503875966,21.48,0.4765845401542223,2.0,
0.0024783147459727386,69.03,0.33835140218294213,0.3486037654387615,4.347435189904263,98.65,51.02,0.1371993902502116,0.2822225220363375,98.35,46.66,0.33,0.37170723827024627,0.3960787488699078,4.692814695840138,45.42,156.33,23.37,5.72,0.33239462209302323,21.48,0.49952981004325747,2.0,
0.0028913672036348617,71.23,0.33865200840775467,0.348865896720275,4.355425952876702,98.28,51.24,0.13866988360092994,0.28316693649937047,98.14,46.79,0.33,0.37655361812546073,0.38637682332780093,4.693730362967572,45.74,156.46,22.93,5.73,0.3856134932170542,21.98,0.4874929471506488,2.0,0.15
0.003304419661296985,73.33,0.3389525242956199,0.34914344748893655,4.363226005210164,97.9,51.45,0.14013821777561924,0.2840888649037597,97.94,46.92,0.34,0.38139999798067514,0.376674897785694,4.694553747122777,46.05,156.59,22.49,5.73,0.43881722383720917,22.58,0.47545608425804026,2.0,
0.003717472118959108,73.33,0.33808412076743233,0.34865002390020505,4.355810987855469,98.03,49.77,0.1302411762658745,0.2626821370750136,97.97,46.13,0.34,0.3611158789616632,0.3736388292919888,4.696198484335655,46.03,156.55,20.06,5.79,0.43762112403100767,22.58,0.4498777506112469,2.0,
0.004130524576621231,73.33,0.3372149624590557,0.34814118082432577,4.348469851145039,98.15,48.08,0.12024520338196003,0.2412754092462674,98.01,45.35,0.35,0.34083175994265125,0.3706027607982836,4.697749367281185,46.01,156.51,17.63,5.85,0.43644016472868213,22.58,0.4242994169644536,2.0,
0.004543577034283354,69.93,0.33604374744070364,0.3471697531340108,4.351953950417589,97.42,49.17,0.1261428829011196,0.2549919050188883,97.37,45.83,0.35,0.35586563411851424,0.37162827726726855,4.698387267699225,46.52,156.65,18.16,5.84,0.42017926356589136,22.58,0.4331389881512131,2.0,
0.004956629491945477,68.03,0.334837636332284,0.34621374493084367,4.355425952876702,96.69,50.26,0.1320059836315421,0.2687084007915092,97.34120000000003,46.32,0.36,0.3708995082943773,0.37266054055512826,4.698933715800255,47.03,156.79,18.7,5.83,0.40390322189922473,22.58,0.44197855933797253,2.0,
0.0053696819496076,68.03,0.33781676789346743,0.3448876690361279,4.354398467556408,98.98,49.7,0.12865136967383084,0.26214247166756616,98.72,46.0,0.37,0.35610795311127497,0.36656141629221817,4.7019338544204,46.57,156.49,18.32,5.78,0.348610101744186,22.58,0.4197855933797254,2.0,
0.0057827344072697235,68.83,0.3407537255831271,0.3435461736542642,4.353369925424077,99.32053599999996,49.14,0.12528546439265859,0.25559902860226663,98.39670000000005,45.69,0.39,0.341326494552871,0.3604622920293082,4.704925019125084,46.1,156.18,17.95,5.73,0.2933018410852713,22.58,0.3975926274214783,1.0,0.13
0.006195786864931847,68.33,0.33955328527757606,0.34120241160778997,4.353112624509239,99.32,49.29,0.1260000308598782,0.25658841518258685,98.95,45.81,0.39,0.3500095917934635,0.3628574127298979,4.706281687356503,46.11,156.49,17.74,5.73,0.28465661337209297,22.58,0.40097799511002447,1.0,
0.00660883932259397,67.83,0.33831799591258216,0.3388740690484634,4.3528552573736015,97.36,49.44,0.12671408708644086,0.2576002878215506,97.18,45.93,0.4,0.358692689034056,0.36524578661161267,4.707726774313183,46.13,156.81,17.53,5.73,0.2760113856589147,22.58,0.4043633627985706,1.0,
0.007021891780256093,69.09199999999998,0.3368804695471866,0.3371316670007555,4.349115971216622,97.38,48.46,0.12352068089562555,0.24581759309228285,97.38,45.61,0.38,0.3539169855517301,0.3616092512380413,4.704743990884184,46.25,156.67,18.1,5.74,0.3319252664728682,22.58,0.41386119992476955,1.0,
